name,rating,href
Shakespeare Sonette,9.5,https://movie.douban.com/subject/5164521/
微速摄影：流逝的大自然,9.4,https://movie.douban.com/subject/4731049/
拽妹黛薇儿要上大学了没,9.4,https://movie.douban.com/subject/2054458/
大河之舞1995,9.4,https://movie.douban.com/subject/1835118/
单向乐队：我们所到之处,9.4,https://movie.douban.com/subject/25964082/
吉塞尔,9.4,https://movie.douban.com/subject/5156658/
卡拉斯 科文特花园剧院演出录影,9.4,https://movie.douban.com/subject/1798483/
NBA：2014年马刺队的冠军历程,9.4,https://movie.douban.com/subject/27611634/
世界滞在记：18岁的小栗旬在西伯利亚,9.3,https://movie.douban.com/subject/26258817/
平方根：海绵宝宝的故事,9.3,https://movie.douban.com/subject/4001873/
班班和莉莉的小王国,9.3,https://movie.douban.com/subject/5169462/
欢乐树的朋友们：第二发球,9.2,https://movie.douban.com/subject/1393471/
最佳污点,9.2,https://movie.douban.com/subject/1766559/
红发会,9.2,https://movie.douban.com/subject/3603181/
迪兰·莫兰：怪兽,9.2,https://movie.douban.com/subject/1957933/
乔治·卡林：人生因失而值,9.2,https://movie.douban.com/subject/3095617/
神秘博士：天体音乐,9.2,https://movie.douban.com/subject/5181578/
战马,9.2,https://movie.douban.com/subject/25768090/
天旋地转,9.2,https://movie.douban.com/subject/5150857/
福尔摩斯：跳舞的人,9.1,https://movie.douban.com/subject/3230514/
银河英雄传说：我的征途是星辰大海,9.1,https://movie.douban.com/subject/3542206/
人鼠之间,9.1,https://movie.douban.com/subject/26431592/
歪唇男人,9.1,https://movie.douban.com/subject/3607022/
银河英雄传说：新战争的序曲,9.1,https://movie.douban.com/subject/3542229/
tvN十周年颁奖典礼,9.1,https://movie.douban.com/subject/26890357/
电话,9.1,https://movie.douban.com/subject/5150232/
危险关系,9.1,https://movie.douban.com/subject/26745571/
独角马之魔法岛,9.1,https://movie.douban.com/subject/1845707/
教皇保罗二世前传,9.1,https://movie.douban.com/subject/1787441/
唐老鸭惊魂记,9.1,https://movie.douban.com/subject/20427234/
盘妻索妻,9.1,https://movie.douban.com/subject/4724721/
影子,9.1,https://movie.douban.com/subject/27086954/
蜂蜜与四叶草 LF特别篇,9.0,https://movie.douban.com/subject/6733294/
辛普森一家：家庭治疗,9.0,https://movie.douban.com/subject/1850674/
紫陀螺,9.0,https://movie.douban.com/subject/2361040/
飞跃巅峰2 剧场版,9.0,https://movie.douban.com/subject/5915807/
梦幻妈妈,9.0,https://movie.douban.com/subject/1510359/
法国大革命,9.0,https://movie.douban.com/subject/2040152/
金色池塘,9.0,https://movie.douban.com/subject/5135239/
EX'ACT 回归show,9.0,https://movie.douban.com/subject/26909309/
